,News,Original Label,Prediction
20,"[CLS] ` ` ` * ALERTA AOS BRASILEIROS! * Atentem todos, principalmente os que estão decepcionados com o governo Bolsonaro. Uma colega de turma, oftalmo na Argentina, que pouco se manifestava nas brigas envolvendo a esquerda e a direita, hoje, postou essa mensagem no grupo de que fazemos parte. Por favor, leiam com atenção! É importante pra todos! "" Oi, meus amigos, hoje, acordei com a intenção de contar pra vocês um pouco da situação que nós, argentinos, estamos vivenciando no nosso país, e trag [SEP]",1,1
21,"[CLS] OS PAULISTAS DEVEM FAZER MANIFESTAÇÕES CONTRA ESSA NEGOCIAÇÃO DO DÓRIA COM A CHINA TRAZENDO VACINA ENVENENADA PARA MATAR OS PAULISTAS QUE AINDA ESTÃO VIVOS. GRITA SÃO PAULO, "" NÃO QUEREMOS ESTA VACINA VINDA DA CHINA "" VÃO ÀS RUAS EN [SEP]",1,1
22,[CLS] * ESTÃO VENDO QUE TUDO ISSO DE VIRUS CHINÊS É UMA FRAUDE PARA ESSES DEMONIOS NOS ESCRAVIZAREM???? * * PARA AS RUAS JÁ!!!!! * * IMPEACHMENT E ABAIXO A DITADURA DOS PROTO DITADORES COMUNO - GLOBALISTAS DOS DESGOVERNADORES E DESPREF [SEP],1,1
23,"[CLS] “ Mandetta está errado ”, diz Paolo Zanotto, virologista da USP. Zanotto participou da elaboração de um protocolo que vem sendo adotado nas últimas semanas por alguns dos principais hospitais de São Paulo — como a Santa Casa e o Albert Einstein — no tratamento de pacientes com sintomas iniciais de Covid - 19. De acordo com esse protocolo — ao qual a reportagem do BSM teve acesso exclusivo —, a cloroquina deve ser administrada aos pacientes logo no início da doença, preferencialmente do 2o ao 4o dia do aparecimento dos primeiros sintomas, como febre, tosse, coriza e respiração superior [SEP]",1,1
24,"[CLS] http : / / www. pf. gov. br / imprensa / noticias / 2020 / 06 - noticias - de - junho - de - 2020 / pf - investiga - fraude - nas - compras - emergenciais - de - insumos - hospitalares - para - combate - ao - covid - 19Porto Velho / RO - A Polícia Federal deflagrou nesta quarta - feira ( 10 / 6 ) a denominada OPERAÇÃO DÚCTIL, visando desarticular esquemas de fraudes na aquisição emergencial de materiais e insumos médico - hospitalares [SEP]",0,0
25,[CLS] * Boletim especial coronavírus * * BOAS NOTÍCIAS * Covid - 19 : mais de 170 pessoas receberam alta após só nas últimas 24hhttps : / / gazetabrasil. com. br / especiais / coronavirus / covid - 19 - mais - de - 170 - pessoas - receberam - alta - apos - so - nas - ultimas - 24h / * Covid - 19 : casal curado recebe alta sob aplausos no interior de SP * https : / / gazetabrasil. com. br / brasil [SEP],0,0
26,[CLS] * Taí mas fácil do que isso aí impossível * Nesse site vc ver 5 vídeos curtos e ganha mais de 2 dólar por dia isso mesmo por dia * Para retirar o dinheiro * Ai vc pode retirar apartir de 80 dolar mais de 400 reais faz ai a soma dar menos de 40 dias Entra logo Obs... ANTES DE FALAR QUE É VIRUS ENTRA E VER https : / / wintub. com /? r = 119929 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],1,0
27,"[CLS] CHEGA DE BURRICE! Guilherme FiuzaNo início da pandemia aqui no Brasil, Jair Bolsonaro quis fazer uso da Hidroxicloroquina e defendeu o isolamento vertical ; a resistência foi contra! O resultado : hoje a hidroxicloroquina é uma realidade e o isolamento ao qual fomos submetidos com a finalidade de construir leitos de hospitais, não cumpriu seu papel. O STF, com seus 11 Presidentes da República, tirou do cara a prerrogativa de comandar a crise da Covid, deixando a cargo de Governadores e Prefeitos a gestão [SEP]",1,1
28,"[CLS] * ALERTA AOS BRASILEIROS! * Atentem todos, principalmente os que estão decepcionados com o governo Bolsonaro. Uma colega oftalmo na Argentina, que pouco se manifestava nas brigas envolvendo a esquerda e a direita, hoje, postou essa mensagem no grupo de que fazemos parte. Por favor, leiam com atenção! É importante pra todos! "" Oi, meus amigos, hoje, acordei com a intenção de contar pra vocês um pouco da situação que nós, argentinos, estamos vivenciando no nosso país, e trago esta mensagem como ALER [SEP]",1,1
29,"[CLS] O Globo : Grupo chinês compra 23, 7 % da Azul por R $ 1, 7 bi - https : / / oglobo. globo. com / economia / negocios / grupo - chines - compra - 237 - da - azul - por - 17 - bi - 18123999? utm _ source = Whatsapp & utm _ medium = Social & utm _ campaign = compartilhar [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",0,0
30,"[CLS] Brasileiro tem memória curta, né? Dia 03 de fevereiro de 2020, o Presidente da República, decretou situação de emergência nível 3, o mais alto na escala. Enviou para o Legislativo um "" Projeto de Lei "" com regras para a quarentena sanitária, PL essa, que foi DESCARTADA, por Rodrigo Maia. Nao se lembra??!? Ou então não lembra porque o seu prefeito ou o seu governador ( São Paulo, Rio e Bahia, por exemplo ), junto com a "" extrema - imprensa "", não queriam o alarde, para não estragar o grande [SEP]",0,1
31,[CLS] Mais uma prova de cura através do remédio do Bolsonaro. Em apenas 5 dias tomando hidroxicloroquina ele ficou curado da Covid - 19. Olha que tem quase 80 anos. Os políticos que não usam a cloroquina no começo do tratamento querem é matar o povo. # BolsonaroTemRazaohttps : / / noticias. r7. com / brasil / bispo - edir - macedo - vence - a - covid - 19 - e - recebe - alta - medica - em - sao - paulo - 12062020? amp & _ [SEP],0,1
32,"[CLS] _ O Governo do Maranhão recebeu nesta terça - feira ( 9 ) algo em torno de * R $ 245 milhões do dinheiro liberado pelo governo federal * para socorrer estados e municípios em meio à pandemia do novo coronavírus. _ _ No total, o governo Flávio Dino ( PCdoB ) será contemplado com * R $ 982 milhões. * _ ( É MUITO DINHEIRO ) _ As prefeituras também receberam a primeira parcela : de acordo com levantamento do Senado, * os municípios maranhenses receberão, ao todo, perto de R $ 59 [SEP]",0,0
33,"[CLS] * Resumo do dia * https : / / gazetabrasil. com. br / destaques / ultimas - noticias - de - hoje / resumo - 08 - 06 - 2020 - inquerito - sobre - interferencia - cassacao - de - joice - dados - do - ministerio - da - saude - operacao - mbl - para - derrubar - bolsonaro - e - mais * Segunda - feira, 8 de junho de 2020 * * Política * _ Por “ ausência de comprovação ”, Damares anula declaração de anistia [SEP]",0,0
34,"[CLS] * NOVAS MEDIDAS * * Boletim especial coronavírus * * Quarta - feira, 1° de abril de 2020 * Bolsonaro sanciona benefício de R $ 600 para trabalhador informalhttps : / / gazetabrasil. com. br / especiais / jair - bolsonaro / bolsonaro - sanciona - beneficio - de - r - 600 - para - trabalhador - informal / Rio Grande do Sul prorroga quarentena e fechamento do comérciohttps : / / gazetabrasil. com. br / politica / rio - [SEP]",0,0
35,"[CLS] * Principais notícias de agora * * Terça - feira, 31 de março de 2020 * * Bolsonaro fará pronunciamento hoje à noite * https : / / gazetabrasil. com. br / especiais / jair - bolsonaro / bolsonaro - fara - pronunciamento - hoje - a - noite / * “ Há 56 anos, as FA intervieram na política nacional para enfrentar a desordem ” * https : / / gazetabrasil. com. br / politica / ha - 56 - anos - as - fa - intervieram - na [SEP]",0,0
36,"[CLS] * URGENTE : CHINA FECHA ACORDO COM A GLOBO * Jornal australiano The World Today expôs acordo de colaboração fechado entre o Grupo Globo e a China Media Group, emissora oficial da ditadura comunista. Acordo é similar ao da BAND, que passou a fazer publicidade positiva do regime. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",1,1
37,"[CLS] Segundo o Coronel Francinaldo Machado, os policiais militares não irão dar folga à bandidagem, “ iremos jogar pesado sempre contra quem tentar contra as pessoas de bem e agentes do estado ” [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",0,0
38,"[CLS] https : / / youtu. be / 2IWADbR1vD0 * Documento Número 9 ( Plano da China para o mundo ). * PELA PRIMEIRA VEZ TORNADO PÚBLICO NO BRASIL. A jornalista * chinesa Gao Yu, * tornou público o documento número 9 desde 2015. Ela foi presa por divulgar a imprensa internacional... * E isso foi ESCONDIDO povo brasileiro... * [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",1,1
39,[CLS] Os petralhas não querem destruir o Coronavírus. Eles querem destruír o Presidente Bolsonaro e o Brasil. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],1,1
40,[CLS] População mundial. 7. 773. 200. 000Morrem / Dia. 159. 800Nascem / Dia. 380. 717Crescimento Populacional DIA / 220. 880Mortes por doenças transmissíveis / Dia 35. 270Mortes por cãncer / Dia 22. 320Mortes por fumo / Dia. 13. 570Mortes por álcool / Dia 6. 797Mortes por HIV / Dia 4. 568Mortes por Acidente Transito / Dia. 3. 668Mortes por suicídio / Dia. 2. [SEP],1,0
41,[CLS] O que estão fazendo com o BrasilEsse virus é uma desculpa [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],1,1
42,"[CLS] Chega de mimimi, somos do tempo que creme dental Kolynos era com cloroquina! Descobri porque estamos imunes! [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",1,1
43,[CLS] PAUTA NOTÍCIAS Nova revelação da OMS é bombástica : Pacientes assintomáticos não contribuem para a propagação do vírus https : / / www. pautanoticias. com. br / index. php / 2020 / 06 / 09 / segundo - oms - pacientes - assintomaticos - nao - contribuem - para - propagacao - virus - confira / [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],1,1
44,[CLS] * MS esclarece fala com indução ao erro no programa Jornal Nacional sobre covid - 19 * http : / / surgiu. com. br / 2020 / 06 / 09 / ms - esclarece - fala - com - inducao - ao - erro - no - programa - jornal - nacional - sobre - covid - 19 / [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],0,0
45,[CLS] * Ministro Mandetta Ao Vivo sobre o Ministério da Saúde e as estratégias contra o Coronavírus * https : / / www. facebook. com / heitorfreire / videos / 291120648541517 /? vh = e & d = n [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],0,0
