,Unnamed: 0,News,Original Label,Prediction
3727,3727,"[CLS] Santo forró. Quando o médico recomendou que dançasse para emagrecer, ela abriu um forró em casa. Quando paroquianos disseram que seu forró era mundano, desabafou escrevendo ao papa. Entre anjos e demônios, dona Geralda segue com xotes, xaxados e baiões de outro mundo. As saias das mulheres não podem estar acima dos joelhos e as pernas dos rapazes não devem cambalear. Geralda vê tudo. Mulher com fogo e homem de fogo não entram. Sentada na varanda de sua casa, ela examina do chapéu [SEP]",1,0
4217,4217,"[CLS] Em meio a uma sequência de estampidos, o policial venezuelano Óscar Pérez pede para que parem de atirar e diz que vai se entregar. Ele tem sangue escorrendo pelo rosto. As imagens fazem parte de uma sequência de vídeos de um cerco policial aparentemente filmado pelo próprio Pérez, que circulou pelo Instagram na segunda - feira. Pérez, piloto de unidade de elite das forças de segurança venezuelanas, se tornou conhecido do público no ano passado, quando comandou uma rebelião contra o governo de Nicolás Maduro. O paradeiro de Pérez, após o cerco de segunda - feira, era desconhecido. Mas, segundo o [SEP]",1,0
4375,4375,"[CLS] Leitora se queixa de mau sinal de internetVivo entrou em contato com a consumidora para esclarecer a situaçãoElisabeth Rodrigues ligou para a Vivo para reclamar do sinal da internet. Ela ressalta que o plano é o Speed. Em contato com o atendente, soube que não seria possível aumentar a velocidade de sua internet. A empresa orientou que contratasse a Vivo Fibra. No entanto, a cliente reclama que não há disponibilidade deste serviço na região onde mora. Reclamação de Elisabeth Rodrigues : “ A minha linha telefônica é Vivo e a internet é Speedy. Eu liguei [SEP]",1,0
4500,4500,"[CLS] Para TV russa, 3. a Guerra já começou. O cenário de um novo conflito mundial é remoto, mas quem ligar a televisão na Rússia vai se surpreender ao saber que, na verdade, ele já começou. O cenário de uma 3. a Guerra é remoto, mas quem ligar a televisão na Rússia vai se surpreender ao saber que, na verdade, ela já começou. Na principal emissora pública do país, o apresentador do programa estrela do domingo à noite anunciou que as baterias antiaéreas russas na Síria vão “ derrubar ” aviões americanos. O canal de notícias 24 horas Rossia 24 exibiu uma reportagem sobre a [SEP]",1,0
4528,4528,"[CLS] Manifestantes recebem caravana de Lula com ovos e pedradas em SC. Enquanto o ex - presidente chegava à cidade de São Miguel do Oeste, seu carro e outros veículos do grupo do petista foram atacados. A caravana do ex - presidente Luiz Inácio Lula da Silva foi atacada com pedras e ovos por manifestantes contrários ao petista durante a passagem por São Miguel do Oeste ( SC ), na tarde deste domingo. Lula participou de manhã de um ato com agricultores familiares em Nova Erechim ( SC ). Durante o evento, a presidente nacional do PT, Gleisi Hoffmann, alertou para a [SEP]",1,0
4579,4579,"[CLS] Rejeição recebeu apoio de deputados pró - impeachment. Dos 263 votos para barrar andamento do processo contra Temer, 80, 2 % foram de parlamentares favoráveis ao afastamento de Dilma. A suspensão do prosseguimento da denúncia contra o presidente Michel Temer na Câmara teve o apoio maciço dos deputados que, há um ano e três meses, autorizaram o afastamento de Dilma Rousseff da Presidência. Dos 263 votos contra o andamento do processo contra o peemedebista ontem, 80, 2 % foram de parlamentares que apoiaram o impeachment. Na ocasião, 367 deputados votaram pela abertura do processo que levou à cass [SEP]",1,0
5146,5146,"[CLS] Dona Marisa Letícia : veja repercussão da morte. Amigos e políticos prestaram solidariedade à família do ex - presidente Lula.. Políticos, sindicalistas e amigos divulgaram notas de pesar pela morte da ex - primeira - dama Dona Marisa Letícia, mulher do ex - presidente Luiz Inácio Lula da Silva. Lula, marido de Marisa Letícia e ex - presidente da República : "" A ex - primeira dama costurou a primeira bandeira do PT, começou a trabalhar aos 9 anos e organizou resistência das mulheres durante as grandes greves do ABC. "" Michel Temer, presidente da República : "" Lamento profundamente [SEP]",1,0
5599,5599,"[CLS] "" Papai, papai! Ele vai entrar aqui! Eles vão me pegar, papai! Estou com medo, estou com muito medo! "". Ao ouvir os gritos e o choro da filha Isadora, Carlos Alberto Morais pulou da cadeira em que estava e abraçou a filha deitada na maca. A menina estava em pânico. Carlos sussurrou algumas palavras em seu ouvido para tranquiliza - la. Aos poucos, o desespero cedeu. Restou um choro baixo, até que a pequena Isadora, prostrada, dormiu novamente. Tem sido assim nos últimos dias, desde que [SEP]",1,0
5735,5735,"[CLS] Quem é o policial herói morto após assumir o lugar de refém em ataque na França. Arnaud Beltrame tinha 45 anos e foi uma das quatro vítimas mortas por um homem de origem marroquina supostamente "" soldado "" do Estado Islâmico. Outras 16 pessoas ficaram feridas.. "" Heroísmo e coragem "". Esses foram os elogios do governo francês ao tenente - coronel Arnaud Beltrame, que morreu neste sábado ( 24 ) após ter trocado de lugar com uma refém no atentado registrado ontem no sul da França e de ter ficado gravemente ferido. A notícia da morte foi confirmada pelo ministro do Interior francês [SEP]",1,0
5797,5797,"[CLS] O magnata que doou fortuna de US $ 8 bilhões em segredo e ficou com quase nada. Charles Feeney fez pagamentos anônimos para projetos em países como Vietnã, África do Sul e Irlanda.. A fortuna estimada em US $ 8 bilhões ( R $ 25 bilhões ) que transformou Charles Feeney em um dos homens mais ricos dos Estados Unidos não pertence mais a ele. O magnata doou o montante em segredo, e em vida, para instituições ao redor do mundo. "" Não o fiz para provar coisa alguma, exceto que, com sorte, o mundo agora é um lugar melhor porque peguei o meu dinheiro e [SEP]",1,0
6457,6457,"[CLS] ENTREVISTA : ‘ Novo líder poderá agora reverter indulto a Fujimori. Cientista político afirma que renúncia de PPK será lembrada em outros países envolvidos no escândalo da Odebrecht. Pedro Pablo Kuczynski é o primeiro presidente latino - americano a deixar o cargo por ligação com o escândalo Odebrecht. Por isso, o caso peruano deve ser usado como exemplo das consequências políticas aos envolvidos em corrupção, afirmou ao Estado o cientista político peruano, doutor pela Universidade de Vanderbilt, Arturo Maldonado. “ Esse será um exemplo do ponto [SEP]",1,0
6544,6544,"[CLS] O meu é maior. A Coreia do Norte está convencida de que, sem a "" arma absoluta "", os Estados Unidos e a CIA vão esmagá - la. Há 50 anos, em 1968, era assinado o Tratado de Não Proliferação de Armas Nucleares ( TNP ). O mundo comemorou, com razão : essas armas são terríveis. Entretanto, meio século mais tarde, e apesar do TNP, o terror nuclear está de volta. É verdade que o tratado foi muitas vezes ridicularizado. É também verdade que cinco nações o respeitam escrupulosamente : os cinco membros [SEP]",1,0
6672,6672,"[CLS] Cartas. PAC 2. Ano VIII d. L. Na cerimônia que marcou a proclamação da segunda gravidez da mãe do PAC, o governador Jaques Wagner, da Bahia, disse : "" Lula está refundando a nação brasileira "" ( 30 / 3, A4 ). Consultando o Houaiss ou o Aurélio, encontramos a definição. "" Refundar : Tornar mais fundo ; afundar, profundar, aprofundar. "" Qual terá sido o sentido escolhido por Sua Excelência? ALEXANDRU SOLOMON asolo @ alexandru. com. br São [SEP]",1,0
6808,6808,"[CLS] José de Abreu defende cusparada em casal que o ofendeu : Foi reação de um ser humano normal. Durante o Domingão do Faustão, o ator também fez críticas ao processo de impeachment e chamou Eduardo Cunha de ladrão. O ator José de Abreu utilizou o espaço do Domingão do Faustão para explicar a cusparada que deu num casal que o hostilizou enquanto jantava num restaurante japonês em São Paulo na noite de sábado. Segundo ele, foi reação de um ser humano normal. José de Abreu também aproveitou para criticar o presidente da Câmara dos Deputados, Eduardo Cunha, responsável pela abertura do processo de [SEP]",1,0
6973,6973,"[CLS] O Brasil vai parar nesta quarta - feira, 24. Novamente um ex - presidente vai ser julgado por crimes. Na época do ex - presidente Fernando Collor, a Suprema Corte o inocentou. Naquela época, o princípio da presunção da inocência e não culpabilidade era avaliado de maneira mais ampla e sequer se cogitava da teoria do ‘ domínio do fato ’. Agora é a vez de outro ex - presidente ser julgado. Lula é o réu mais célebre da Operação Lava Jato. A decisão do juiz Sérgio Moro indicou elementos palpáveis que apontariam para sua responsabilidade. Mais que isso : a sentença fundamenta [SEP]",1,0
7117,7117,"[CLS] – Senador Cassio Cunha Lima ( PSDB - PB ), nome completo Cassio Rodrigues da Cunha Lima : Colaboradores Alexandre José Lopes Barradas e Fernando Luiz Ayres da Cunha Santos Reis afirmaram que parlamentar pediu e recebeu, por meio de um intermediário identificado como Luís, o valor de R $ 800 mil, em meados de 2014. Na ocasião, ele era candidato ao governo da Paraíba. Pagamento tinha objetivo de receber como contrapartida de realizar obra de saneamento naquele Estado. Ganhou apelido de “ Prosador ” na planilha. – Deputado Federal José Carlos Aleluia Costa ( DEM - BA ), nome [SEP]",1,0
