,Unnamed: 0,News,Original Label,Prediction
33,33,"[CLS] A FARSA! Lewandowski já sabia do fatiamento do impeachment 9 dias antes da votação final. O colunista Josias de Souza ( do UOL ) revelou detalhes da articulação macabra que culminou na farsa jurídica do "" fatiamento "" do impeachment de Dilma. A matéria relata que a idéia desastrada partiu do advogado mineiro João Costa Ribeiro Filho, suplente do senador Vicentinho Alves. João Costa conversou com a senadora ( e ex - ministra de Dilma ) Kátia Abreu. A senadora então pediu a aprovação de Dilma, que autorizou ( juntamente com seu advogado José Eduardo [SEP]",0,0
35,35,"[CLS] Morre, aos 78 anos, o ator e humorista Paulo Silvino.. Faleceu na manhã de hoje ( 17 ), em decorrência de um câncer, o ator e humorista global Paulo Silvino. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",0,0
36,36,"[CLS] Comando Nacional do Transporte anuncia novas paralisações em todo Brasil.. Caminhoneiros que fazem parte da organização Comando Nacional do Transporte anunciaram novas paralisações, previstas para iniciar no dia 11 de março, em todo o Brasil. A mensagem foi postada no perfil da rede social facebook na data de ontem ( 07 ) As últimas paralisações, apesar de toda a resistência, foram, literalmente, aniquiladas pelo regime Dilma Rousseff ( PT ), a qual mudou a lei por decreto para multar pesadamente quem realizasse paralisações nas rodovias federais. Isso, resultou na capitulação dos caminhoneiros [SEP]",0,0
37,37,"[CLS] Atriz Marília Pêra deixou herança avaliada em R $ 40 milhões. Marília Pêra ( 72 anos ) deixou um testamento milionário. A atriz faleceu em dezembro de 2015, em decorrência de um câncer no pulmão. O patrimônio de Marília ( entre imóveis e bens ) está avaliado em R $ 40 milhões. Um desses imóveis é uma cobertura duplex na Lagoa, Zona Sul do Rio, avaliado R $ 9 milhões. Segundo o jornal "" Extra "", a atriz deixou como beneficiários o marido, os três filhos e a irmã. Cada filho ficará com 25 % da herança. Já [SEP]",0,0
38,38,"[CLS] Depois do sucesso da mandioca, vem aí a Raiz. Ex - petista quer fundar o 36o partido político do país.. A deputada federal e ex - prefeita de São Paulo Luiza Erundina ( atual PSB ) vai comandar no dia 22 de janeiro a reunião de fundação do seu próprio partido, a Raiz Movimento Cidadanista. Inspirada no Podemos, da Espanha, e Syriza, da Grécia, novos partidos de cunho socialista que despontaram na Europa nos últimos anos, o movimento liderado por Erundina já organizou diretórios em 21 Estados e começará sua coleta de assinaturas [SEP]",0,0
39,39,"[CLS] Advogado internacional de Lula ( que custou uma fortuna ) dorme durante julgamento no TRF - 4. Nana, neném... que a Cuca vai pegar... papai foi pra roça... m amãe foi passear. O advogado australiano Geoffrey Ronald Robertson é uma estrela no mundo jurídico Para defender Lula na ONU, Robertson já faturou alguns milhares de dólares. Sua empresa fatura algo em torno de 120 milhões de dólares por ano e seus honorários advocatícios custam a bagatela de 13 mil dólares por dia. Com uma cabeleira impecável [SEP]",0,0
40,40,"[CLS] Jornalista diz que Lula se prepara para pedir asilo em embaixada comunista. Já condenado em 1a instância ( pelo juiz Sérgio Moro ), Lula tem visto sua situação se agravar a cada dia que passa. As penas determinadas pela Justiça em primeira instância só podem ser executadas a partir da confirmação feita pela segunda instância [... ] no caso de Lula ( especificamente ) a 8a Turma do TRF4, que é composta por 3 desembargadores. O jornalista Cláudio Humberto, do site Diário do Poder, informou que as chances de Lula não só ser condenado, mas como também ter sua pena aumentada pelo TR [SEP]",0,0
45,45,"[CLS] Presidenta do PT é confrontada em aeroporto : "" Oi querida, pronta para ser presa? "". Uma mulher perguntou para a senadora petista Gleisi Hoffmann ( PT - PR ) se ela está preparada para ser presa. A parlamentar lulista e dilmista não gostou do questionamento, se irritou e chamou os seguranças para a retirar a moça do local. Gleisi já viu o marido Paulo Bernardo ser preso. Ele é acusado de comandar um esquema que desviou R $ 100 milhões de funcionários públicos e velhinhos aposentados. A senadora também é ré por corrupção [SEP]",0,0
47,47,"[CLS] GUARDA REAL : Governo disponibiliza duas "" babás fardadas "" para filho de Temer.. Segundo informação do portal Antagonista, o filho do "" comandante geral da nação "" Kim Jong - un... OPS... Michel Temer, possui uma nova escolta pessoal. A última babá de Michelzinho ( Leandra ), que havia sido nomeada para um cargo de servidora no Planalto, foi dispensada por motivos óbvios [... ] além de cuidar do filho de Temer, ela havia ganhado ( de lambuja ) um cargo no governo [ [SEP]",0,0
49,49,"[CLS] Denúncia do Sindicato dos Correios : "" Dilma usou carteiros como cabos eleitorais durante campanha "".. Panfletos eleitorais da candidata à reeleição e atual presidente, Dilma Rousseff ( PT ), que não atendiam exigências dos Correios e tiveram a postagem autorizada em caráter excepcional pela empresa. O caso foi divulgado pelo jornal "" O Estado de S. Paulo "". As peças não tinham carimbo ou impressão que comprovassem sua origem e que sua postagem tinha sido paga pelo contratante. A candidata usou da máquina pública para promover sua campanha. Confira no vídeo abaixo : leia também : [SEP] [PAD] [PAD] [PAD]",0,0
50,50,"[CLS] Bolsonaro explica em vídeo porque o filho poderia ser preso. Em vídeo o deputado federal Jair Bolsonaro explica as razões porque disse que seu filho, Eduardo Bolsonaro poderia ser preso no Complexo Penitenciário da Papuda. Veja o vídeo e tire suas conclusões. O deputado federal Jair Bolsonaro ( PSC - RJ ) disse que vai processar, por invasão de privacidade, o fotógrafo que publicou no Facebook imagens que mostram o parlamentar travando um diálogo duro via Whatsapp com o também deputado Eduardo Bolsonaro ( PSC - SP ), seu filho de 32 anos. O parlamentar [SEP]",0,0
53,53,"[CLS] Eleições 2018 O circo já começou!. Brincadeira tem hora e lugar!. O "" engomadinho "" Roberto Miguel Rey Júnior, conhecido como Dr. Holywood, parece que está conseguindo seus 5 minutos de fama. Em 2014, Rey se candidatou a deputado federal pelo PSC ( Partido Social Cristão ), porém não conseguiu se eleger [... ] na época, ele colocou a culpa no "" sistema eleitoral "". Desta vez, o médico milionário disse que tentará alçar novos voos e pretende concorrer à vaga de presidente da República nas próximas eleições. A julgar pelo começo desastrado, [SEP]",0,0
55,55,"[CLS] Cineasta que está produzindo o filme do PT é herdeira da Andrade Gutierrez e acionista da OI. O Diário do Brasil alertou ontem sobre o teatro montado pelo PT durante as sessões do impeachment. O espetáculo protagonizado por Gleisi Hoffmann, Vanessa Graziotin, Lindbergh Farias e outros senadores "" companheiros "" foi previamente combinado com uma diretora premiada. Já sabendo que o processo de impeachment é praticamente irreversível, o PT jogou todas as fichas para construir seu filme ( que se chamará GOLPE ) e tentou levar ao povo brasileiro uma visão distorcida do momento político [SEP]",0,0
56,56,"[CLS] Barroso para Gilmar Mendes : "" Trabalha com a mentira e vive destilando ódio "". Imagine a seguinte cena : duas crianças de 5a série brigando pra chamar a atenção da professora. O bate - boca entre os ministros Luiz Roberto Barroso e Gilmar Mendes aconteceu durante uma ação sobre a extinção do Tribunal de Contas dos Municípios do Ceará, na tarde de hoje ( 26 ). É claro que nós torcemos sempre para os "" mocinhos "" ganharem a briga [... ] no caso o ministro Barroso. Barroso : "" Nós ( no RJ ) prendemos... tem [SEP]",0,0
57,57,"[CLS] "" Avião com 500 kg de cocaína decolou de fazenda arrendada por ministro "", diz revista.. No último domingo ( 25 ) a Força Aérea Brasileira interceptou um bimotor que carregava pouco mais de 500 quilos de cocaína. A FAB informou que o avião de matrícula PT - IIJ decolou da Fazenda Itamarati Norte, município de Campo Novo do Parecis ( MT ). Segundo denúncia feita na revista Carta Capital, a Fazenda Itamarati Norte é arrendada pelo grupo Amaggi, de propriedade do atual ministro da Agricultura, Blairo Maggi ( PP [SEP]",0,0
59,59,"[CLS] O poema que viralizou em Portugal e já teve mais de 500 mil compartilhamentos.. poema de João Batista do Lago na voz de Henrique Sousa assista o vídeo A liberdade de expressão sangra! Está literalmente em risco de vida A facada quase fatal emigra Do Nordeste e fere a mãe querida Ó, ingrato filho, dei - te o leite das Liberdades Fiz de ti o primogênito da Democracia Agora feito Vulcano cravas - me sem dignidade Os ferros agora presentes em tua lulocracia Prendendo - me às rochas da ignomínia Pretendes - me exclu [SEP]",0,0
63,63,"[CLS] Governo Dilma fazendo lambança na Constituição! Novo ministro da Justiça pode não assumir o cargo. O procurador Wellington César Lima e Silva mal foi anunciado como novo ministro da Justiça do governo Dilma e já tem o primeiro abacaxi para descascar. Para que ele possa ocupar a pasta da Justiça no lugar de José Eduardo Cardozo, o procurador deve se afastar da função no Ministério Público ( MP ). A Constituição Federal determina ( artigo 128 ) que é vedado aos membros do Ministério Público "" exercer, ainda que em disponibilidade, qualquer outra função pública, salvo uma de magistério "". Mesmo que Wellington consiga uma licença [SEP]",0,0
65,65,"[CLS] Sem mortadela e sem dinheiro, manifestações a favor de Lula começam a fracassar no RS. A Polícia Militar de Porto Alegre se preparou para receber entre 3 a 5 mil manifestantes vermelhinhos. A marcha em favor do ex - presidente Lula está sendo um fracasso. Pelas imagens que circulam na internet até o momento, dá pra notar que os apoiadores do condenado preferiram ficar em casa com suas famílias. O público estimado que apareceu nas ruas da capital gaúcha durante o dia de hoje não ultrapassou 500 "" gatos pingados "". É a crise! Sem o kit mortadela e sem o bônus de [SEP]",0,0
66,66,"[CLS] Mais um sensitivo afirma : "" Lula será preso. Temer segue até 2018. Lava - Jato continua e Renan perderá o mandato "". Rodrigo Tudor é considerado o sensitivo de maior credibilidade do Brasil. Com apenas 30 anos de idade, o jovem é reconhecido pelo alto grau de acerto de suas previsões. Durante uma participação no programa Melhor Pra Você, da Rede Tv, Rodrigo soltou algumas bombas do cenário político : minuto 3 : 20 Lula vai ser preso Vai aparecer muita luta, muita confusão [... ] muita coisa nova irá aparecer com a prisão do ex - presidente. minuto 5 : 20 [SEP]",0,0
67,67,"[CLS] Sírio Libanês demite médica que ironizou Marisa Letícia no WhatsApp.. De acordo com a publicação, uma médica reumatologista identificada como Gabriela ( de 31 anos ) compartilhou informações sigilosas sobre o estado de saúde de Marisa Letícia em um grupo de WhatsApp. A médica espalhou em um grupo que a ex - primeira dama estava no hospital com diagnóstico de AVC nível 4 na escala Fisher. Um participante do grupo ( também da área médica ) chegou a escrever : "" Tem que romper ( o vaso sanguíneo ) no procedimento [... ] [SEP]",0,0
68,68,"[CLS] Presidente da OAB manda recado aos comunistas do Foro de São Paulo. O presidente nacional da Ordem dos Advogados do Brasil ( OAB ), Cláudio Lamachia, falou ontem ( 29 ) ao Brasil. "" O BRASIL NÃO PODE MAIS CONVIVER COM ESTE TIPO DE ATITUDE QUE ATENTA CONTRA A DEMOCRACIA. O BRASIL NÃO PODE ACEITAR MAIS ESTE TIPO DE GENTE QUE SÓ ATRASA O PAÍS [SEP]",0,0
69,69,"[CLS] Impressionante! Garotinha de 4 anos fala 7 idiomas fluentemente. Bella Devyatkina, uma pequena russa de apenas quatro aninhos, está encantando o mundo. Bella fala seu idioma nativo, o russo e outras seis línguas : francês, árabe, alemão, inglês, espanhol e chinês. A pequena prodígio participou de um show de talentos na TV Russa, chamado de "" Amazing People "" e chocou os jurados. Um deles disse : "" Quando vejo o que eu acabei de ver, me sinto um estúpido. "" Ela responde perfeitamente a várias perguntas feitas em diferentes idiomas. [SEP]",0,0
70,70,"[CLS] FT : "" O julgamento de um populista que usou dinheiro público e ajudou a afundar o Brasil "". O britânico Financial Times publicou uma matéria destacando o que eles denominaram como "" o julgamento do século "" na América Latina. A matéria diz que, após um ano e meio marcado pelo afastamento da ex - presidente Dilma, a nação brasileira está se preparando para o julgamento do século. Uma condenação de Lula poderia desencadear protestos políticos num momento em que o governo Temer tenta restaurar a confiança com reformas necessárias e severas, diz o texto. O jornal também aponta que o julgamento será a "" cereja do bolo [SEP]",0,0
71,71,"[CLS] "" A Coreia do Norte está pronta para atacar a Europa "" adverte a França. A situação da Coréia do Norte é "" extremamente séria "", disse o ministro das Relações Exteriores da França. Jean - Yves Le Drian advertiu que algo tem que ser feito imediatamente para deter o comunista Kim Jong - un : "" Paris, Londres, Roma e outras capitais europeias estão no alcance de mísseis nucleares. A situação é extremamente séria. Estamos vendo a Coréia do Norte se estabelecer a cada dia que passa. Um objetivo hoje, outro amanhã [... ] em alguns meses, uma guerra nuclear se tornará [SEP]",0,0
75,75,"[CLS] Aumento do Bolsa - Família é enganação de Dilma. É mais um crime de responsabilidade!. Eduardo Cunha ( PMDB - RJ ) disse que o reajuste de 9 % para o Bolsa Família é uma "" irresponsabilidade fiscal "" da presidente Dilma. "" Dilma insiste na manipulação e na propaganda enganosa. O úlltimo aumento dado foi em 2014, véspera das eleições e sem considerar inflação. E só agora anuncia novo reajuste. O povo não é bobo! "" Ela aumentará o rombo das contas públicas e o governo terá um déficit de R $ 96 bilhões em [SEP]",0,0
76,76,"[CLS] Deputado usa rede social para justificar dinheiro da Odebrecht e seus seguidores reagem : "" Boca mole "". Mais um deputado tenta se defender das acusações de "" recebimento de propina "" da Odebrecht. Citado na delação do ex - executivo da Odebrecht, Claúdio Melo Filho, o deputado Heráclito Fortes ( PSB - PI ), usou as redes sociais para se defender. Segundo o delator, Heráclito, que era identificado nas planilhas da empreiteira pela alcunha de "" Boca Mole "", teria recebido R $ 200 mil [SEP]",0,0
78,78,"[CLS] Porque um ministro do STF se porta dessa forma? "" Quem criou as 10 medidas é um cretino absoluto "". Não estamos querendo "" julgar um juiz "" [ até porque não é esse o nosso papel ] mas será que um magistrado deve se portar dessa forma?. Durante o dia de ontem, o ministro do Supremo Gilmar Mendes, classificou de CRETINO quem criou a proposta de combate à corrupção, defendida pelo juiz federal Sérgio Moro e pelo coordenador da Lava - Jato no Paraná, Deltan Dallagnol. "" É aquela coisa de delírio. Veja as dez propostas que apresentaram [ [SEP]",0,0
81,81,"[CLS] Atriz americana Jéssica Alba tira selfie e vulto bizarro aparece na foto.. Jéssica Alba está assustando seus seguidores devido ao compartilhamento de uma foto em seu instagram. Ao compartilhar uma selfie bizarra, um espectro parecido com o músico recém falecido David Bowie, apareceu na imagem. A atriz disse que também se assustou com a imagem refletida no espelho. "" Não tenho ideia do que seja isso! Assustador "", escreveu a atriz na legenda da imagem, deixando os seguidores intrigados. Nos comentários da postagem, vários usuários especularam sobre quem [SEP]",0,0
83,83,"[CLS] Macri faz "" piada "" com Papa e autoriza doação de 16. 666 milhões de pesos. O "" 666 "" é o número da besta. O Papa Francisco rejeitou uma doação milionária do governo argentino. O presidente da Argentina Maurício Macri havia autorizado [ via decreto ] uma doação de 16, 666 milhões de pesos ( 1, 1 milhão de dólares ) para pagar os gastos da sede local da rede mundial educativa Scholas Occorrentes, gerida pelo pontífice. A cifra "" 666 "" foi considerada uma "" piada de mau gosto "" e o Papa se mostrou perple [SEP]",0,0
86,86,"[CLS] "" Aécio está angustiado, chora muito e afoga as mágoas no uísque "" diz revista. Após ser flagrado em negociações ilícitas, o senador afastado perdeu toda a credibilidade política. Além do primo, que foi filmado recebendo R $ 2 milhões a mando de Joesley Batista, o tucano também teve que se calar diante da prisão da irmã. Andrea Neves é considerada a mentora intelectual da carreira política do tucano e estava pronta para empreender fuga para a Inglaterra quando foi capturada pela Operação Patmos da PF. O mundo de Aécio desabou literalmente [SEP]",0,0
87,87,"[CLS] Delação de Palocci ira derrubar Caixa Econômica, Banco Central e Receita Federal. Diante ao primeiro depoimento do ex - presidente Luiz Inácio Lula da Silva ao juizSérgio Moro, o PT começa a se antecipar para a tempestade cujo nome, AntonioPalocci. Palocci é apontado como a peça - chave pelos investigadores para auxiliar a entregaras peças que faltam, tendo como exemplo, na Operação Conclave, que investiga aaquisição de ações do Banco Panamericano, em 2009, através da Caixapar. Em 2011, antecedente ao ano da chefia Dilma Rousseff, no qual Palocci [SEP]",0,0
88,88,"[CLS] Ministra do TSE ( ex - advogada de Dilma ) libera Anthony Garotinho da prisão. Ele vai pra casa!. O ex - governador do RJ, Anthony Garotinho, será transferido para um hospital particular. A decisão foi tomada pela ministra do TSE Luciana Lóssio. Após a transferência, o ex - governador vai para a prisão domiciliar. Luciana Lóssio é ex - advogada de Dilma. De acordo com uma matéria publicada no Antagonista em Outubro deste ano, a juíza comprou um apartamento de 7 milhões de reais, porém só declarou a metade do valor. [SEP]",0,0
93,93,"[CLS] ( 2015 ) O coronel da PM que deu a cara a tapa e mandou um recado em vídeo para Lula e Dilma. Coronel Pacheco, um ex - comandante da Policia Militar de Goiás, divulgou um vídeo em que critica a presidente Dilma Rousseff e o ex - presidente Lula. Pacheco chama Dilma de "" chefe de quadrilha "" e o ex - presidente Lula de "" ladrão "". Ele diz, ainda, que não tem medo dos "" guerrilheiros "" petistas. "" Quero dizer pra você Dilma, pra você Lula ladrão, que eu não tenho medo dos seus guerrilheiros, e tenho certeza que as centenas [SEP]",0,0
94,94,"[CLS] Acredite se quiser! Deputado cria projeto para cobrar imposto sobre o vento. Parece piada de mau gosto, mas não é. Quando se trata de criar TAXAS, o Brasil é profissional nesse quesito!. O deputado Heráclito Fortes, o famoso "" Boca Mole "" que aparece nas planilhas de propina da Odebrecht, quer cobrar impostos sobre o vento. É isso mesmo que você leu! Imposto sobre o vento! A PEC 97 / 2015 propõe que o vento seja estatizado ( passe para o domínio do governo ) e haja pagamento de impostos [SEP]",0,0
95,95,"[CLS] IMPEACHMENT : Senado confirma que seguirá decisão da Câmara. Dilma tem 90 % de chances de cair. Congressistas aliados da futura ex - presidente Dilma Rousseff informaram ao governo que o Senado já tem uma maioria pró - impeachment. Caso os deputados autorizem a instauração de processo contra a presidente [ no próximo domingo 17 ], o senado seguirá a decisão da Câmara. A palhaçada de Lula com a distribuição de cargos políticos [ que está sendo feita dentro de um hotel em Brasília ] parece que não está surtindo efeitos. A oposição precisa de 342 votos para que o impeachment triun [SEP]",0,0
96,96,"[CLS] Jucá diz que todo mundo está citado na Lava - Jato : "" Execução de políticos em praça pública resolve? "". Em entrevista para o Estado de Minas, o senador Romero Jucá afirmou que não ( sic... ) é contra a Lava - Jato. O parlamentar reclamou que a operação está muito devagar e não define de vez quem tem culpa e quem é inocente. Ele comentou que a Lava - Jato jogou uma "" nuvem sombria "" sobre a classe política. Será que não foram os políticos que jogaram uma "" nuvem sombria "" sobre a população? Caju, digo Ju [SEP]",0,0
97,97,"[CLS] Atriz é parada em blitz da Lei Seca, se recusa a fazer o teste do etilômetro e perde a CNH.. O caso aconteceu na madrugada de hoje ( 11 ) na na Avenida Ayrton Senna, Zona Oeste do Rio de Janeiro. Por volta de 1 : 00h da madrugada, Sthefany foi parada por agentes de trânsito e não quis fazer o teste do bafômetro. Ela foi convidada a descer do veículo, entregar a CNH e levou uma multa de R $ 2930 reais, além de perder 7 pontos na carteira. A habilitação da atriz também ficará suspens [SEP]",0,0
99,99,"[CLS] Petista que governou o DF agora é vendedor da Polishop e já fatura quase 100 mil por mês. Mas como tem gente sortuda nessa vida!. Agnelo Queiroz, ex - governador petista do DF, resolveu mudar os rumos de sua vida. O novo projeto do político se chama POLISHOP. Agnelo vende de cosméticos até cadeira de massagem. O jornal Correio Braziliense informou que o petista já conquistou o topo dentro da empresa. Queiroz conquistou o titulo de "" representante esmeralda "" e até o fim do ano deverá conquistar rendimentos mens [SEP]",0,0
