,Unnamed: 0,News,Original Label,Prediction
23,23,"[CLS] “ Mandetta está errado ”, diz Paolo Zanotto, virologista da USP. Zanotto participou da elaboração de um protocolo que vem sendo adotado nas últimas semanas por alguns dos principais hospitais de São Paulo — como a Santa Casa e o Albert Einstein — no tratamento de pacientes com sintomas iniciais de Covid - 19. De acordo com esse protocolo — ao qual a reportagem do BSM teve acesso exclusivo —, a cloroquina deve ser administrada aos pacientes logo no início da doença, preferencialmente do 2o ao 4o dia do aparecimento dos primeiros sintomas, como febre, tosse, coriza e respiração superior [SEP]",1,1
27,27,"[CLS] CHEGA DE BURRICE! Guilherme FiuzaNo início da pandemia aqui no Brasil, Jair Bolsonaro quis fazer uso da Hidroxicloroquina e defendeu o isolamento vertical ; a resistência foi contra! O resultado : hoje a hidroxicloroquina é uma realidade e o isolamento ao qual fomos submetidos com a finalidade de construir leitos de hospitais, não cumpriu seu papel. O STF, com seus 11 Presidentes da República, tirou do cara a prerrogativa de comandar a crise da Covid, deixando a cargo de Governadores e Prefeitos a gestão [SEP]",1,1
28,28,"[CLS] * ALERTA AOS BRASILEIROS! * Atentem todos, principalmente os que estão decepcionados com o governo Bolsonaro. Uma colega oftalmo na Argentina, que pouco se manifestava nas brigas envolvendo a esquerda e a direita, hoje, postou essa mensagem no grupo de que fazemos parte. Por favor, leiam com atenção! É importante pra todos! "" Oi, meus amigos, hoje, acordei com a intenção de contar pra vocês um pouco da situação que nós, argentinos, estamos vivenciando no nosso país, e trago esta mensagem como ALER [SEP]",1,1
36,36,"[CLS] * URGENTE : CHINA FECHA ACORDO COM A GLOBO * Jornal australiano The World Today expôs acordo de colaboração fechado entre o Grupo Globo e a China Media Group, emissora oficial da ditadura comunista. Acordo é similar ao da BAND, que passou a fazer publicidade positiva do regime. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",1,1
38,38,"[CLS] https : / / youtu. be / 2IWADbR1vD0 * Documento Número 9 ( Plano da China para o mundo ). * PELA PRIMEIRA VEZ TORNADO PÚBLICO NO BRASIL. A jornalista * chinesa Gao Yu, * tornou público o documento número 9 desde 2015. Ela foi presa por divulgar a imprensa internacional... * E isso foi ESCONDIDO povo brasileiro... * [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",1,1
39,39,[CLS] Os petralhas não querem destruir o Coronavírus. Eles querem destruír o Presidente Bolsonaro e o Brasil. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],1,1
41,41,[CLS] O que estão fazendo com o BrasilEsse virus é uma desculpa [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],1,1
42,42,"[CLS] Chega de mimimi, somos do tempo que creme dental Kolynos era com cloroquina! Descobri porque estamos imunes! [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",1,1
43,43,[CLS] PAUTA NOTÍCIAS Nova revelação da OMS é bombástica : Pacientes assintomáticos não contribuem para a propagação do vírus https : / / www. pautanoticias. com. br / index. php / 2020 / 06 / 09 / segundo - oms - pacientes - assintomaticos - nao - contribuem - para - propagacao - virus - confira / [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],1,1
47,47,[CLS] GOVERNADORES CHINESES IMPLANTARAM O COMUNISMO NOS ESTADOS O POVO GADO NÃO FAZ NADA COVARDES [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],1,1
48,48,[CLS] * URGENTE! CONCLUÍDO com SUCESSO o estudo da HIDROXICLOROQUINA pela PREVENT SÊNIOR se o tratamento for usado no início... * https : / / youtu. be / ecN2slTj8sU [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],1,1
49,49,"[CLS] * Filhos das Prostitutas * ( sensacional e verídico )!!! O sujeito se chama Marc Faber, e é norte - americano, ele é Analista de Investimentos e empresário. Em junho de 2008, quando o Governo Bush estudava lançar um projeto de ajuda à economia americana, Marc Faber encerrava seu clipping mensal com um comentário bem - humorado : * "" O Governo Federal está concedendo a cada um de nós uma bolsa de U $ 600, 00. "" * * Se gastarmos esse dinheiro no supermercado Walt - Mart, esse dinheiro vai para a China [SEP]",1,1
50,50,"[CLS] * Assistam ao Vivo : Gates, Kissinger, Gorbachev - - O Imperio Globalista contra ataca novamente em 2020 * A Elite está tirando proveito da Farsa do Virus Chinês Comunista. https : / / ift. tt / 2wr5y0U [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",1,1
53,53,"[CLS] ELES ESTÃO NA 3a FASE AGORA............ DO PLANO COMUNISTA......... O 1a FASE - ERA O LULA IR PRA EUROPA COMBINAR COM O PAPA E OUTROS LIDERES PRA TRAZER UM CAOS PARA O BRASIL JUNTO COM ESSE VIRUS, NESSA MESMA ETAPA DE PRIMEIRA FASE [SEP]",1,1
57,57,"[CLS] * Falta conhecimento. * J C PinhoInfelizmente as pessoas hoje * não leem * mais que quatro linhas... não querem aprender e vendem sua liberdade. Para tentar "" forçar "" a leitura, sigo minha narração com textos curtos de no máximo 4 linhas. * ( Escolha um e leia ). * As pessoas desconhecem completamente as vertentes da ideologia comunista e suas ambições de poder. As pessoas figem desconhecer a maneira como agem os corruptos que surfam nesta nefasta ideologia. Iniciou a pandemia do Coronavirus e os [SEP]",1,1
60,60,[CLS] Os esquerdopatas canalhas estão atacando de todos os lados. A china está freiando a importações do Brasil. Então vamos fazer o mesmo. Ninguém importa mais nada da china. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],1,1
63,63,"[CLS]. Terceira Guerra MundialA Guerra Biológica é mais barata e rápida que uma Guerra NormalVamos fazer uma análise maluca, mas com possibilidades de acontecer. Eu me chamo China, fiquei por anos trabalhando muito duro e acumulando riquezasEu tenho um fornecedor chamado Brasil, o qual tem terras mais férteis que a minha e produz alimentos, minérios e outras comodities que eu preciso comprar. Eu tenho um rival, chamado EUA, o qual tem uma potencia militar muito maior que a minha, pretende colocar sanções ao meu comercio e me ameaça no ranking mundial. Lanço um vírus [SEP]",1,1
66,66,[CLS] Os nossos políticos precisam agir assim para proteger o nosso povo dos da globolixo e dos comunistas que estão entregando o nosso Brasil para os comunistas chineses. [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],1,1
67,67,"[CLS] O Presidente deveria ter falado a nação todas as providências que tomou e não entrar no jogo do inimigo : Neste período de início do Covid - 19, o Brasil foi um dos países que mais rapidamente iniciou o processo de controle da infecção. Ontem saiu numa edição do Hospital John Hopikins ( EUA ) que o Brasil é o 3° país a ter a maior quantidade de respiradores no mundo, perdendo somente para os EUA e a Alemanha. Na Itália milhares de idosos estão morrendo por falta destes aparelhos! Mas por que temos tantos respiradores? Porque o Ministério da Saúde se preparou para o caos! Além disto, vamos [SEP]",1,1
69,69,"[CLS] BOMBA! BOMBA! ENTENDAM AGORA A VIRADA DO MANDETTA E CAIADO! Mandetta não era a favor do isolamento social e defendia a Cloroquina, até o dia 15 / 03 / 2020. Falava em proteger os mais velhos e ter bom senso. Depois disso, virou quarentenista, passou a não falar do remédio como ferramenta chave, nem do isolamento vertical que os epidemiologistas defendem. Lembrem - se : ele é do DEM ( DEM = golpe ). Essa virada do Caiado não foi à [SEP]",1,1
72,72,[CLS] * Se a ordem do Ditador Comunista - Globalista do DemoDoria é inconstitucional e ilegal POR QUE O POVO QUE VIROU GADO OUTRA VEZ POR CAUSA DA PROPAGANDA HIPNOTICA DA GRANDE MERDIA / EXTREMA IMPRENSALHA SOBRE A FARSA DO VIRUS CHINES NÃO SAI AS RUAS EM MASSA NÃO SAINDO E FICANDO N [SEP],1,1
74,74,"[CLS] * O Barril de Polvora do Virus Comunista Chinês * * Quanto tempo o mundo irá aguentar ser colocado sob a opressão Ditatorial Comunista cada vez maior dos Desgovernos Comunistas? * Somente quanto tempo os Americanos conseguem aguentar falta de comida, desemprego, falta de atendimento medico e a maldita opressão do Big Brother? https : / / ift. tt / 2JVIVF3 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",1,1
76,76,"[CLS] * MOBILIZAÇÃO _ vamos na PRESSÃO CONTRA esses VERMES do PODER paralelo * A exemplo do que antecedeu a revolução francesa, o terceiro estado ( povo esclarecido ) * CLAMA por JUSTIÇA * Há uma enorme MOVIMENTAÇÃO pela internet para reunir MILHÕES de PESSOAS na Avenida Paulista e nas DEMAIS CAPITAIS pela * DEMISSÃO de toda a classe política legislativa ( Congresso Nacional ) e judiciária ( STF ) *. Ainda SE [SEP]",1,1
77,77,"[CLS] O uso precoce da Hidroxicloroquina na india levou o país a ser referência no combate ao coronavirus, chegou ao patamar até de 70 % da população mundial que usa o remédio. A Índia tem atualmente 1bilhão e 320 milhões de habitantes, com 7. 200 mortes. O país começou usar o remedio desde as primeiras 7 mortes. O Brasil tinha tudo para ser diferente, não fosse uma oposição tão hipócrita que atrasaram, boicotaram, até entrataram na justiça para impedi o medicamento. Hoje tenho a globo, STF e governadores como principais responsáveis pelo número de [SEP]",1,1
80,80,"[CLS] * 6 DE ABRIL CHEGOU E MAIS UMA DAS MUITAS MENTIRAS DA NOSSA IMPRENSA CAI POR TERRA. * * VEJAM O QUE IRRESPONSÁVELMENTE NOTICIARAM : * * Coronavírus : Abin estima 5. 571 mortos no Brasil até 6 de abril, diz Intercept * _ O Intercept teve acesso aos informes da Abin, classificados como sigilosos e enviados também a agentes de [SEP]",1,1
81,81,"[CLS] ATENÇÃO!!! _ AVISO EXCLUSIVO!!! _ ` ` ` Senhores políticos : Comunicamos que por razão de força maior, a partir de amanhã mesmo, nós, cidadãos brasileiros, não poderemos continuar pagando seus salários. Tal motivo se deve ao fato que seus serviços não foram enquadrados dentre aqueles considerados essenciais neste momento ( nenhum dos senhores foi visto trabalhando nos hospitais, nem dirigindo caminhões, ônibus ou ambulâncias, nem repondo produtos nos supermercados ). Recomendamos que os senhores fiquem em quarentena até que a crise [SEP]",1,1
102,102,"[CLS] * ANATEL * em conscientização contra o * _ Corona Vírus _ *, esta dando * GRATUITAMENTE 7GB de INTERNET * * RECEBER INTERNET : * https : / / gerandocupom. site / anatel [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",1,1
113,113,"[CLS] * MUITO GRAVE ISSO, MAS É O QUE ELES ESTÃO FAZENDO NO MOMENTO E NÃO É PRA COMBATER CORONAVÍRUS COISA NENHUMA * [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",1,1
134,134,[CLS] Prestem bem atenção : Liberado pela ANVISA já com posologia para tratamento do COVID - 19 e detalhe : fabricado no Brasil. E se o Brasil sair da crise e ainda for a solução para o mundo você ainda vai ficar com briguinha política? Vai acostumando.... Pois é assim que Deus faz!!! [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],1,1
168,168,[CLS] * MENTIRAS * * ILUSÕES * * VEICULADAS * * PARA * * MANTER * * O * * ISOLAMENTO * * SOCIAL * * ALEGANDO * * A * * NIVEL * * DE * * HOSPITAIS * * FALTA * * DE * * MÁSCARAS * * E * * ALCOOL * * GEL * * E * * LUVAS * * E * * RESPIRADORES. * * VAMOS * * L [SEP],1,1
169,169,"[CLS] * Tentaram com a Amazônia em chamas, com a Marielle, com o porteiro do condomínio, com a avó da Michele, com a moça da banquinha de açaí, com o óleo venezuelano, com os palestinos, com o Queiroz, com a Joyce, com o Mácron, com o Papa, com a China, com o Intercept, com os robôs do WhatsApp, com o Maia, com a Globo, com o Alcolumbre, com o STF, com a imprensa, com os governadores do nordeste, com o Witzel, [SEP]",1,1
175,175,[CLS] É proibido falar o nome desse remédio : hidroxicloroquina https : / / twitter. com / paulomathias / status / 1247349869985124353? s = 12 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],1,1
